Channel,Partner,Mature,Language,Date Created,Total Followers,Total Views,Average Viewers,Average Stream Duration,Game 1,Game 2,Game 3
Lapi,True,False,French,15th Jun 2013,131233,24687377,945,8.5,World of Warcraft,The Elder Scrolls Online,
Flambass,True,True,English,26th May 2014,72906,5109341,1182,7.6,World of Warships,PLAYERUNKNOWN,StarCraft II
Amaz,True,False,English,9th May 2013,914744,102684374,2038,5.5,Fall Guys,Hearthstone,Among Us
PiazzTwitch,True,False,Italian,4th Aug 2016,257808,4908255,898,7.3,Fortnite,Fall Guys,Just Chatting
EUMasters,True,False,English,11th Feb 2020,53851,2056975,9210,6.0,League of Legends,,
하로맨 (harroman),True,False,Korean,5th Jun 2016,16071,2363190,1144,7.2,Slam Dunk,Just Chatting,StarCraft
Zerkaa,True,False,English,17th Jul 2010,544719,3565228,2415,3.7,Fall Guys,F1 2020,Just Chatting
Calculator,True,True,English,2nd Oct 2018,230269,2487736,2288,2.2,Fortnite,Among Us,Deceit
Posty,True,False,English,25th Sep 2016,126259,3568716,1453,6.0,Rust,Fall Guys,
BananaSlamJamma,True,True,English,7th Nov 2013,171111,14363906,1202,5.8,Dota 2,Hearthstone,Fall Guys
rodrigobugado,True,True,Portuguese,25th Jan 2019,52584,4997149,1094,10.4,Tibia,,
자동 (tranth),True,False,Korean,25th Apr 2013,85780,13477688,1142,4.3,Just Chatting,Sea of Thieves,Tom Clancy
JonBams,True,True,English,16th Feb 2012,312403,14336425,1967,4.3,Minecraft,,
sinatraa,True,True,English,27th Oct 2016,316440,7054286,2742,4.3,VALORANT,Just Chatting,Overwatch
BeasttrollMC,True,True,English,27th Jul 2013,195974,7789417,1070,9.0,osu!,Just Chatting,Minecraft
OfficialAndyPyro,True,True,Finnish,13th Jul 2013,255516,30681529,770,7.7,Just Chatting,Counter-Strike: Global Offensive,Hearthstone
재슥짱 (pikra10),True,False,Korean,1st Feb 2018,78872,5935087,1201,5.9,Warcraft III,League of Legends,Just Chatting
TwitchFarming,True,False,German,29th May 2019,62369,1076973,1872,8.4,Just Chatting,,
Gragolandia1,True,False,Portuguese,29th Sep 2017,103894,1493551,1321,4.8,League of Legends,Fall Guys,Grounded
AnniTheDuck,True,True,German,15th Jun 2016,475292,12193710,3220,3.6,Just Chatting,Twitch Sings,Grounded
LoganSlots,False,False,English,6th Apr 2013,14196,63810,466,28.8,Slots,,
Aitorek,True,False,Spanish,17th Apr 2012,30930,5395629,909,7.7,Fall Guys,Just Chatting,GeoGuessr
ookina,False,False,Portuguese,4th Jul 2016,296941,7012213,1141,7.1,League of Legends,Tibia,Fall Guys
meowychan,False,False,English,10th Jul 2020,2460,48222,305,79.4,Music,Unlisted on Twitch,
BlackUFA,True,False,Russian,9th Aug 2015,282627,37715825,4040,5.9,Games + Demos,Halo: Reach,Just Chatting
LumeiFei,True,False,Portuguese,31st Aug 2012,38077,1735395,1012,8.6,The Seven Deadly Sins: Hikari to Yami no Grand Cross,Saint Seiya: Awakening,Fall Guys
99Damage,True,False,German,19th Aug 2011,178119,41834131,1310,5.8,Counter-Strike: Global Offensive,,
Albii_prz,False,False,Spanish,20th Feb 2018,66378,1952112,2246,4.1,Grand Theft Auto V,Just Chatting,Fall Guys
칸데르니아 (jmjdoc),True,False,Korean,18th Feb 2014,31161,9149708,994,7.6,Dead by Daylight,Buried Stars,Fall Guys
Spaceboy,True,True,English,20th Apr 2014,135736,6470883,855,7.5,Grand Theft Auto V,Forza Horizon 4,Among Us
룩삼 (looksam),True,False,Korean,9th May 2014,285632,35677202,1461,7.3,Dead by Daylight,Lost Ark Online,Hearthstone
Zfg1,True,False,English,12th Oct 2009,173601,13363958,1920,5.5,The Legend of Zelda: Ocarina of Time,,
Dragneel_FH,True,False,Russian,6th Feb 2018,55967,2846881,985,7.7,Dota 2,Just Chatting,
viperdemon,True,False,Thai,8th Jan 2013,142133,15379277,673,9.2,VALORANT,Grand Theft Auto V,Just Chatting
jakenbakeLIVE,True,False,English,22nd Mar 2010,490267,26474382,1211,6.3,Just Chatting,VALORANT,Fall Guys
Tommey,True,False,English,26th Oct 2011,152574,3729950,814,6.1,Call of Duty: Modern Warfare,Fall Guys,
ilMasseo,True,False,Italian,1st Feb 2014,644624,6495829,3233,3.8,Fall Guys,EA Sports UFC 4,Just Chatting
FundyLIVE,True,False,English,8th Jun 2015,148888,601091,4003,3.7,Minecraft,Among Us,Fall Guys
六希夫 (qttsix),True,False,Chinese,16th Oct 2010,118516,21408096,980,7.8,FINAL FANTASY XIV Online,Horizon Zero Dawn,Fall Guys
julien,True,False,English,19th Mar 2015,516724,9861800,2019,4.4,Fall Guys,Just Chatting,VALORANT
Puppers,True,False,English,14th Dec 2011,174004,4102236,1625,6.5,Dead by Daylight,Fall Guys,The Last of Us
PeteZahHutt,True,False,English,19th Apr 2011,298603,5481158,1400,7.3,Minecraft,Fall Guys,
yeTz,True,False,Portuguese,22nd Jan 2012,852115,52770319,1903,6.0,World of Warcraft,League of Legends,Just Chatting
chessbrah,True,False,English,4th Oct 2011,139447,19916151,1089,6.6,Chess,Fall Guys,Halo: The Master Chief Collection
스나랑 (snarang),True,False,Korean,8th Oct 2015,91075,7302287,1210,7.2,Lost Ark Online,Just Chatting,League of Legends
rodsquare,True,True,Spanish,8th Apr 2013,260815,1965541,3509,4.1,Just Chatting,Fall Guys,Subnautica
GD_booya,True,False,English,27th Jan 2018,83749,572588,1184,6.0,Call of Duty: Modern Warfare,Fall Guys,Ghost of Tsushima
TSM_TheOddOne,True,False,English,26th Apr 2012,862656,213597603,818,10.2,Persona 4 Golden,Yu-Gi-Oh! GX: The Beginning of Destiny,Ghost of Tsushima
Kruzadar,True,True,English,3rd May 2015,395090,3187295,1778,5.1,Call of Duty: Modern Warfare,Dead by Daylight,Fall Guys
MrBboy45,True,False,French,12th Mar 2011,319884,16079295,1631,6.2,Grand Theft Auto V,Just Chatting,Microsoft Flight Simulator
Herdyn,True,True,Czech,2nd Jan 2012,574837,29261779,1314,6.4,Fall Guys,Just Chatting,Scrutinized
heyimbee,True,True,English,19th Dec 2011,791504,7939463,2216,6.6,Minecraft,Among Us,Just Chatting
MaTaFe_,True,True,English,31st Dec 2013,117303,4376484,1440,7.1,Apex Legends,Among Us,Fall Guys
FemSteph,True,False,English,26th Sep 2012,250048,17281738,1397,6.0,Call of Duty: Modern Warfare,Spiritfarer,Just Chatting
ItsSlikeR,True,True,English,31st Jan 2013,285865,7656352,1460,6.9,Just Chatting,VALORANT,Dark Souls III
SalvDali,True,False,English,16th Nov 2014,17283,536827,942,4.8,World of Warcraft,,
Funspark_CSGO,False,False,English,3rd Jun 2020,9752,793772,1765,9.4,Counter-Strike: Global Offensive,Unlisted on Twitch,
Cedduzzo,True,False,Italian,1st Jun 2015,30086,933610,293,51.2,Grand Theft Auto V,Unlisted on Twitch,Blackjack
Crystal_LoL,True,False,Turkish,5th May 2014,168929,7330047,1577,4.5,League of Legends,Fall Guys,
Hitchariide,True,True,English,20th Nov 2012,168923,3919328,1532,5.2,Call of Duty: Modern Warfare,Fall Guys,Minecraft
TommyKayLIVE,True,True,English,22nd May 2017,128407,4461821,1423,9.0,Hearts of Iron IV,Horizon Zero Dawn,Fall Guys
SouzaSoul,True,True,Portuguese,26th Dec 2017,81683,928742,2143,5.1,Dead by Daylight,,
Kiwo,True,True,English,17th Nov 2012,296933,16127284,696,6.8,Grand Theft Auto V,Red Dead Redemption 2,Grounded
naico1801,False,False,English,23rd Jul 2020,552,1008,613,8.8,Guns Up!,Fortnite,Unlisted on Twitch
fer,True,True,Portuguese,13th Sep 2014,484476,7451566,9023,2.9,Counter-Strike: Global Offensive,,
